Individuo,lnsalario,educ,edad,edad2,urban,soltero,casado,femenino
1844,"3,0122",10,36,1296,1,0,1,0
1845,"3,3178",16,39,1521,1,0,1,0
1846,"3,0160",12,41,1681,1,0,1,1
1847,"3,0617",5,46,2116,1,0,1,0
1848,"3,5149",12,49,2401,1,0,1,0
1849,"3,4798",16,44,1936,0,0,1,1
1850,"3,4798",16,40,1600,0,0,1,0
1851,"3,4798",16,50,2500,1,0,1,0
1852,"3,4798",10,45,2025,1,0,1,0
1853,"3,3814",12,32,1024,0,0,1,0
1854,"3,3506",10,26,676,0,0,1,0
1855,"3,3506",10,30,900,0,0,1,1
1856,"3,3506",10,35,1225,1,0,1,1
1857,"3,3208",12,45,2025,1,1,0,0
1858,"3,3208",16,28,784,1,1,0,1
1859,"3,3208",16,32,1024,0,1,0,0
1860,"3,3208",12,39,1521,0,0,1,0
1861,"3,3208",10,25,625,1,0,1,1
1862,"3,3208",10,29,841,1,0,1,1
1863,"3,3208",10,45,2025,1,0,1,0
1864,"3,3208",16,28,784,0,0,1,1
1865,"3,3208",16,46,2116,0,0,1,0
1866,"3,3208",16,35,1225,0,0,1,0
1867,"3,3208",12,45,2025,1,0,1,0
1868,"3,2918",16,23,529,0,1,0,0
1869,"3,2918",16,29,841,1,0,1,0
1870,"3,2636",10,30,900,1,0,1,0
1871,"3,2636",16,33,1089,1,1,0,0
1872,"3,2636",10,47,2209,0,0,1,0
1873,"3,2636",12,40,1600,1,0,1,0
1874,"3,2636",5,59,3481,1,0,1,0
1875,"3,2362",10,40,1600,1,0,1,0
1876,"3,2095",12,45,2025,1,0,1,0
1877,"3,1836",12,45,2025,0,0,1,0
1878,"3,1836",5,36,1296,1,0,1,0
1879,"3,1836",16,26,676,1,0,1,0
1880,"3,1836",12,39,1521,0,0,1,0
1881,"3,1836",9,40,1600,1,0,1,0
1882,"3,1836",12,52,2704,1,0,1,0
1883,"3,1836",16,38,1444,1,0,1,0
1884,"3,1836",16,45,2025,1,0,1,1
1885,"3,1836",16,27,729,0,1,0,1
1886,"3,1836",12,36,1296,0,0,1,0
1887,"3,1836",16,37,1369,0,0,1,0
1888,"3,1836",9,35,1225,0,0,1,0
1889,"3,1836",12,24,576,1,1,0,1
1890,"3,1836",12,52,2704,1,0,1,1
1891,"3,1836",10,31,961,1,1,0,1
1892,"3,1836",16,34,1156,1,0,1,1
1893,"3,1836",12,29,841,1,0,1,1
1894,"3,1836",12,23,529,1,1,0,0
1895,"3,1836",5,45,2025,1,0,1,0
1896,"3,1836",5,29,841,1,0,1,0
1897,"3,1836",5,52,2704,1,0,1,0
1898,"3,1583",10,38,1444,1,0,1,0
1899,"3,1583",5,32,1024,0,0,1,0
1900,"3,1583",5,56,3136,0,0,1,0
1901,"3,1583",9,37,1369,1,0,1,0
1902,"3,1583",16,30,900,0,0,1,0
1903,"3,1583",10,28,784,0,0,1,1
1904,"3,1583",10,31,961,1,1,0,1
1905,"3,1583",10,40,1600,0,0,1,0
1906,"3,1583",16,32,1024,1,0,1,0
1907,"3,1583",10,40,1600,1,0,1,1
1908,"3,1583",16,55,3025,0,0,1,0
1909,"3,1336",12,40,1600,1,0,1,0
1910,"3,1336",16,29,841,1,1,0,0
1911,"3,1336",12,30,900,1,0,1,0
1912,"3,1336",16,35,1225,0,0,1,0
1913,"3,1095",10,32,1024,0,1,0,0
1914,"3,1095",9,50,2500,0,0,1,0
1915,"3,1095",10,40,1600,1,0,1,0
1916,"3,1095",10,38,1444,0,0,1,0
1917,"3,1095",10,32,1024,0,0,1,1
1918,"3,0629",5,53,2809,1,0,1,0
1919,"3,0629",12,45,2025,0,0,1,0
1920,"3,0629",12,52,2704,0,0,1,0
1921,"3,0629",5,28,784,0,0,1,0
1922,"3,0629",10,28,784,1,0,1,0
1923,"3,0629",12,40,1600,0,0,1,0
1924,"3,0629",12,35,1225,1,0,1,0
1925,"3,0629",12,46,2116,1,0,1,0
1926,"3,0629",10,36,1296,0,0,1,0
1927,"3,0629",16,22,484,0,1,0,0
1928,"3,0629",16,30,900,1,0,1,0
1929,"3,0629",16,35,1225,1,0,1,0
1930,"3,0629",5,41,1681,1,0,1,0
1931,"3,0629",12,20,400,1,1,0,0
1932,"3,0629",9,40,1600,1,0,1,0
1933,"3,0629",5,54,2916,0,0,1,0
1934,"3,0629",12,28,784,0,0,1,0
1935,"3,0629",16,35,1225,1,0,1,1
1936,"3,0629",9,48,2304,0,0,1,0
1937,"3,0629",12,28,784,1,0,1,0
1938,"3,0629",12,33,1089,1,0,1,1
1939,"3,0629",16,27,729,1,1,0,0
1940,"3,0629",9,35,1225,1,0,1,0
1941,"3,0629",10,35,1225,0,0,1,0
1942,"3,0629",16,37,1369,0,0,1,0
1943,"3,0629",5,55,3025,0,0,1,0
1944,"3,0629",5,29,841,0,0,1,0
1945,"3,0629",12,35,1225,0,0,1,0
1946,"3,0405",9,28,784,0,1,0,0
1947,"3,0405",12,31,961,1,0,1,0
1948,"3,0405",12,22,484,0,0,1,0
1949,"3,0405",12,38,1444,0,0,1,0
1950,"3,0405",12,45,2025,1,0,1,0
1951,"3,0405",5,58,3364,1,0,1,0
1952,"3,0405",5,59,3481,1,0,1,0
1953,"3,0185",5,58,3364,0,0,1,0
1954,"3,0185",16,30,900,1,0,1,1
1955,"3,0185",5,56,3136,1,0,1,1
1956,"3,0185",12,31,961,1,0,1,1
1957,"3,0185",16,28,784,0,0,1,0
1958,"3,0185",10,40,1600,1,0,1,0
1959,"3,0185",5,42,1764,0,0,1,0
1960,"2,9759",5,35,1225,0,0,1,0
1961,"2,9759",16,45,2025,1,0,1,0
1962,"2,9759",5,48,2304,0,0,1,0
1963,"2,9759",12,29,841,0,0,1,0
1964,"2,9759",12,45,2025,0,0,1,0
1965,"2,9759",9,35,1225,1,0,1,0
1966,"2,9759",12,32,1024,1,0,1,1
1967,"2,9759",12,35,1225,1,0,1,0
1968,"2,9759",12,32,1024,1,0,1,0
1969,"2,9759",5,45,2025,1,0,1,0
1970,"2,8959",12,39,1521,0,0,1,0
1971,"2,8581",10,23,529,1,1,0,0
1972,"2,8581",5,28,784,0,1,0,0
1973,"2,8218",5,42,1764,0,0,1,0
1974,"2,8218",5,23,529,0,1,0,0
1975,"2,8218",5,28,784,0,0,1,0
1976,"2,8218",5,48,2304,0,0,1,0
1977,"2,8218",9,28,784,1,1,0,0
1978,"2,8218",12,29,841,1,0,1,0
1979,"2,8218",10,42,1764,1,0,1,0
1980,"2,8218",16,30,900,1,0,1,0
1981,"2,8218",12,40,1600,0,0,1,0
1982,"2,8218",5,53,2809,1,0,1,0
1983,"2,8218",5,36,1296,0,0,1,0
1984,"2,7528",5,37,1369,0,0,1,0
1985,"2,7363",12,30,900,1,0,1,0
1986,"2,7040",5,51,2601,0,0,1,0
1987,"2,7040",16,46,2116,1,0,1,0
1988,"2,6727",5,30,900,0,0,1,0
1989,"2,6575",5,32,1024,0,0,1,0
1990,"2,6575",5,48,2304,1,0,1,0
1991,"2,5986",5,54,2916,0,0,1,0
1992,"2,5705",12,28,784,1,1,0,0
1993,"2,5164",5,35,1225,0,0,1,0
1994,"2,5164",10,22,484,1,1,0,0
1995,"2,4904",5,48,2304,0,0,1,0
1996,"3,1590",10,32,1024,0,0,1,0
1997,"3,1657",16,36,1296,0,0,1,0
1998,"3,3901",12,31,961,1,1,0,1
1999,"3,0062",16,30,900,0,0,1,0
2000,"2,8330",5,42,1764,0,0,1,0
2001,"3,6810",10,32,1024,1,0,1,0
2002,"3,0524",12,36,1296,0,0,1,0
2003,"3,0309",10,42,1764,1,0,1,0
2004,"3,0778",16,36,1296,0,0,1,0
2005,"2,8391",12,29,841,0,0,1,0
2006,"2,6172",5,27,729,0,0,1,0
2007,"2,9952",9,45,2025,0,0,1,0
2008,"3,0827",12,38,1444,0,0,1,0
2009,"3,1793",16,26,676,0,1,0,0
2010,"3,3165",12,38,1444,1,0,1,0
2011,"3,2883",12,30,900,1,0,1,0
2012,"3,2083",16,34,1156,1,0,1,0
2013,"3,2083",12,41,1681,0,0,1,0
2014,"3,2083",5,44,1936,0,0,1,0
2015,"3,0876",5,45,2025,0,0,1,0
2016,"3,0652",9,28,784,0,0,1,0
2017,"3,0652",10,25,625,1,1,0,0
2018,"3,0652",10,35,1225,0,0,1,0
2019,"3,0652",12,26,676,0,0,1,0
2020,"3,0652",12,39,1521,0,0,1,0
2021,"3,0432",12,46,2116,1,0,1,0
2022,"3,0006",12,24,576,1,1,0,0
2023,"3,0006",5,51,2601,1,0,1,0
2024,"3,0006",12,30,900,0,0,1,0
2025,"3,0006",16,35,1225,1,0,1,0
2026,"2,6233",16,25,625,1,1,0,0
2027,"2,4410",5,46,2116,1,0,1,0
2028,"3,0031",12,45,2025,1,0,1,0
2029,"3,0725",5,26,676,0,0,1,0
2030,"3,5541",16,29,841,0,0,1,0
2031,"2,8646",5,34,1156,0,0,1,0
2032,"3,3072",12,25,625,1,0,1,0
2033,"3,1070",10,35,1225,0,0,1,0
2034,"3,1105",12,24,576,0,1,0,0
2035,"3,0245",12,27,729,0,1,0,0
2036,"3,5637",10,39,1521,0,0,1,0
2037,"3,5286",12,39,1521,0,0,1,0
2038,"3,3696",16,30,900,1,1,0,1
2039,"3,3696",10,21,441,1,1,0,0
2040,"3,3696",10,27,729,0,0,1,1
2041,"3,3696",10,30,900,0,0,1,1
2042,"3,3696",10,35,1225,1,0,1,1
2043,"3,3696",16,25,625,1,0,1,0
2044,"3,3696",16,28,784,1,0,1,0
2045,"3,3696",16,36,1296,1,0,1,0
2046,"3,3406",12,35,1225,1,0,1,1
2047,"3,3406",16,30,900,0,0,1,0
2048,"3,3406",16,35,1225,1,0,1,1
2049,"3,3406",10,36,1296,1,0,1,1
2050,"3,3406",5,37,1369,0,0,1,0
2051,"3,3124",9,57,3249,1,0,1,0
2052,"3,3124",16,35,1225,1,0,1,0
2053,"3,3124",16,52,2704,1,0,1,0
2054,"3,2583",10,27,729,0,1,0,0
2055,"3,2324",5,39,1521,0,0,1,0
2056,"3,2324",9,45,2025,0,0,1,0
2057,"3,2324",16,28,784,1,1,0,0
2058,"3,2324",5,33,1089,0,0,1,0
2059,"3,2324",9,50,2500,1,0,1,0
2060,"3,2324",12,35,1225,0,0,1,1
2061,"3,2324",10,30,900,0,0,1,0
2062,"3,2324",10,38,1444,1,0,1,0
2063,"3,2324",16,28,784,0,0,1,0
2064,"3,2324",16,28,784,0,1,0,1
2065,"3,2324",12,30,900,1,0,1,0
2066,"3,2324",10,25,625,1,0,1,0
2067,"3,2324",10,33,1089,1,1,0,0
2068,"3,2324",10,47,2209,0,0,1,0
2069,"3,2070",10,35,1225,0,0,1,0
2070,"3,2070",16,32,1024,0,1,0,0
2071,"3,2070",10,42,1764,1,0,1,1
2072,"3,1583",5,30,900,0,0,1,0
2073,"3,1117",12,39,1521,0,0,1,0
2074,"3,1117",10,38,1444,1,0,1,0
2075,"3,1117",5,35,1225,0,0,1,0
2076,"3,1117",10,45,2025,1,0,1,0
2077,"3,1117",16,38,1444,0,0,1,0
2078,"3,1117",12,29,841,1,0,1,1
2079,"3,1117",10,25,625,1,0,1,0
2080,"3,1117",16,35,1225,0,0,1,0
2081,"3,1117",12,27,729,0,0,1,0
2082,"3,1117",10,28,784,1,1,0,0
2083,"3,0893",5,33,1089,0,0,1,0
2084,"3,0893",5,40,1600,1,0,1,0
2085,"3,0893",5,39,1521,0,0,1,0
2086,"3,0673",12,35,1225,1,0,1,0
2087,"3,0673",5,50,2500,0,0,1,0
2088,"3,0673",12,34,1156,0,0,1,0
2089,"3,0673",12,32,1024,1,0,1,1
2090,"3,0458",5,50,2500,1,0,1,0
2091,"3,0247",5,30,900,0,0,1,0
2092,"3,0247",9,38,1444,1,0,1,0
2093,"3,0247",10,32,1024,0,1,0,0
2094,"3,0247",12,38,1444,1,0,1,0
2095,"3,0247",5,38,1444,0,0,1,0
2096,"3,0247",5,50,2500,0,0,1,0
2097,"3,0247",5,32,1024,1,0,1,0
2098,"2,9447",12,30,900,0,0,1,0
2099,"2,9256",12,22,484,1,1,0,0
2100,"2,9256",12,46,2116,0,0,1,0
2101,"2,8706",10,42,1764,1,0,1,0
2102,"2,8706",9,42,1764,1,0,1,0
2103,"2,8706",10,30,900,0,0,1,0
2104,"2,8706",16,24,576,1,1,0,0
2105,"2,8706",12,37,1369,1,0,1,1
2106,"2,7688",12,29,841,0,1,0,0
2107,"2,6474",5,30,900,0,0,1,0
2108,"2,4892",5,30,900,0,0,1,0
2109,"3,3743",16,27,729,1,0,1,1
2110,"3,2383",12,38,1444,1,0,1,0
2111,"3,1407",12,36,1296,1,0,1,1
2112,"3,3477",16,37,1369,0,0,1,0
2113,"3,0744",16,32,1024,0,0,1,0
2114,"3,0744",12,45,2025,1,0,1,0
2115,"3,3489",12,39,1521,0,1,0,0
2116,"2,9346",16,37,1369,0,0,1,0
2117,"3,3524",16,27,729,0,0,1,0
2118,"3,2442",12,32,1024,1,0,1,0
2119,"3,2442",16,38,1444,1,0,1,0
2120,"3,2189",10,25,625,0,0,1,0
2121,"3,0366",10,50,2500,0,0,1,0
2122,"3,1247",12,38,1444,0,0,1,0
2123,"3,3548",10,40,1600,0,0,1,0
2124,"3,1724",12,35,1225,1,0,1,0
2125,"3,0815",12,44,1936,0,0,1,0
2126,"3,3606",10,48,2304,1,0,1,0
2127,"3,2282",5,50,2500,0,0,1,0
2128,"3,5522",16,29,841,1,0,1,0
2129,"3,4229",12,47,2209,1,0,1,0
2130,"3,3931",5,42,1764,1,0,1,0
2131,"3,3931",9,36,1296,0,0,1,0
2132,"3,3931",12,30,900,0,0,1,0
2133,"3,3931",12,39,1521,0,0,1,0
2134,"3,3931",10,23,529,1,1,0,0
2135,"3,2559",10,35,1225,1,0,1,1
2136,"3,2306",5,33,1089,0,0,1,0
2137,"3,2306",10,26,676,1,1,0,1
2138,"3,2306",10,30,900,0,0,1,0
2139,"3,2059",16,34,1156,0,0,1,0
2140,"3,1353",5,30,900,0,0,1,0
2141,"3,1353",16,33,1089,0,0,1,0
2142,"3,1128",9,27,729,1,0,1,0
2143,"3,1128",10,30,900,0,0,1,0
2144,"3,1128",10,43,1849,0,0,1,0
2145,"3,0908",5,35,1225,1,0,1,0
2146,"3,0908",10,26,676,0,0,1,0
2147,"3,0483",5,55,3025,0,0,1,0
2148,"3,0483",9,36,1296,0,0,1,0
2149,"3,0483",12,32,1024,1,0,1,0
2150,"3,0483",12,41,1681,1,0,1,0
2151,"2,8590",16,34,1156,0,0,1,0
2152,"2,7606",9,25,625,0,0,1,0
2153,"2,7451",5,40,1600,0,0,1,0
2154,"2,5887",5,45,2025,0,0,1,0
2155,"2,4886",16,43,1849,1,0,1,0
2156,"2,4886",9,30,900,0,0,1,0
2157,"2,3243",12,25,625,0,0,1,0
2158,"3,5545",5,29,841,0,0,1,0
2159,"3,3406",9,32,1024,1,0,1,0
2160,"3,2105",10,39,1521,1,0,1,0
2161,"3,1209",5,37,1369,0,0,1,0
2162,"3,1001",16,32,1024,1,0,1,0
2163,"3,3757",12,37,1369,0,0,1,0
2164,"3,2421",5,42,1764,0,0,1,0
2165,"3,4053",10,25,625,0,0,1,0
2166,"3,3498",16,42,1764,1,0,1,1
2167,"3,1278",5,33,1089,1,0,1,0
2168,"2,6864",16,20,400,0,0,1,0
2169,"3,1514",10,30,900,0,0,1,0
2170,"3,4097",5,35,1225,0,0,1,0
2171,"2,9112",12,34,1156,0,0,1,0
2172,"3,1301",10,33,1089,0,0,1,0
2173,"3,1301",10,34,1156,1,0,1,0
2174,"3,1081",5,37,1369,1,0,1,0
2175,"2,9114",9,45,2025,0,0,1,0
2176,"2,6612",5,55,3025,0,0,1,0
2177,"3,3839",16,28,784,0,0,1,0
2178,"3,1335",16,22,484,1,1,0,0
2179,"3,9980",10,38,1444,0,0,1,0
2180,"3,8979",12,39,1521,1,0,1,1
2181,"3,4459",16,40,1600,1,0,1,0
2182,"3,4161",12,24,576,1,1,0,1
2183,"3,4161",12,32,1024,0,0,1,0
2184,"3,4161",12,37,1369,0,0,1,0
2185,"3,4161",10,55,3025,1,0,1,0
2186,"3,4161",16,50,2500,0,0,1,0
2187,"3,3589",10,45,2025,1,0,1,0
2188,"3,3315",10,43,1849,0,0,1,0
2189,"3,2789",5,55,3025,0,0,1,0
2190,"3,2789",16,30,900,0,0,1,0
2191,"3,2536",10,27,729,0,0,1,0
2192,"3,1138",9,28,784,0,0,0,0
2193,"3,0712",12,45,2025,1,0,1,0
2194,"2,9912",5,28,784,0,0,1,0
2195,"2,9912",5,30,900,0,0,1,0
2196,"2,9171",9,38,1444,1,0,1,0
2197,"2,8481",12,36,1296,1,0,1,0
2198,"3,4781",10,40,1600,0,0,1,0
2199,"3,2581",16,35,1225,0,0,1,0
2200,"3,4265",12,40,1600,0,0,1,1
2201,"3,6215",12,33,1089,0,0,1,0
2202,"3,2902",12,38,1444,0,0,1,1
2203,"3,4018",16,31,961,1,0,1,0
2204,"3,4341",12,50,2500,1,0,1,0
2205,"3,2980",12,35,1225,1,0,1,0
2206,"2,6586",12,27,729,0,0,1,0
2207,"3,6327",16,30,900,1,0,1,0
2208,"3,6327",10,35,1225,0,0,1,0
2209,"3,6327",16,30,900,1,1,0,0
2210,"3,5976",10,30,900,1,0,1,0
2211,"3,5976",10,31,961,0,0,1,0
2212,"3,4684",16,33,1089,1,0,1,0
2213,"3,4386",10,32,1024,0,0,1,0
2214,"3,4386",12,43,1849,0,0,1,0
2215,"3,4386",9,54,2916,1,0,1,0
2216,"3,4386",16,26,676,1,1,0,1
2217,"3,4386",12,21,441,1,1,0,1
2218,"3,4386",12,43,1849,1,0,1,0
2219,"3,4386",12,47,2209,1,0,1,0
2220,"3,4386",12,55,3025,1,0,1,1
2221,"3,4386",10,26,676,1,0,1,1
2222,"3,4386",16,28,784,1,0,1,0
2223,"3,4386",16,32,1024,1,0,1,0
2224,"3,4386",16,48,2304,0,0,1,0
2225,"3,4386",16,37,1369,1,0,1,0
2226,"3,4096",12,51,2601,0,0,1,0
2227,"3,4096",16,38,1444,0,0,1,1
2228,"3,4096",12,35,1225,1,0,1,1
2229,"3,4096",12,50,2500,1,0,1,0
2230,"3,4096",16,24,576,1,1,0,1
2231,"3,3814",16,29,841,1,1,0,1
2232,"3,3814",16,31,961,1,0,1,0
2233,"3,3814",16,27,729,1,0,1,1
2234,"3,3814",12,45,2025,0,0,1,0
2235,"3,3014",10,33,1089,0,0,1,0
2236,"3,3014",10,35,1225,1,0,1,0
2237,"3,3014",10,40,1600,1,0,1,0
2238,"3,3014",5,55,3025,0,0,1,0
2239,"3,3014",5,36,1296,1,0,1,0
2240,"3,3014",12,28,784,0,0,1,1
2241,"3,3014",12,40,1600,0,0,1,0
2242,"3,3014",12,45,2025,0,0,1,0
2243,"3,3014",10,45,2025,1,0,1,0
2244,"3,3014",16,28,784,0,0,1,0
2245,"3,3014",12,29,841,0,0,1,1
2246,"3,2760",12,30,900,0,0,1,0
2247,"3,2760",12,36,1296,1,0,1,1
2248,"3,2760",16,35,1225,0,0,1,0
2249,"3,2760",12,42,1764,1,0,1,0
2250,"3,2760",10,36,1296,0,0,1,0
2251,"3,2272",16,28,784,0,0,1,0
2252,"3,1807",5,36,1296,1,0,1,0
2253,"3,1807",5,37,1369,0,0,1,0
2254,"3,1807",12,38,1444,0,0,1,0
2255,"3,1807",12,47,2209,1,0,1,0
2256,"3,1807",16,28,784,0,0,1,0
2257,"3,1807",10,25,625,0,1,0,0
2258,"3,1807",10,32,1024,0,0,1,0
2259,"3,1807",10,32,1024,0,0,1,0
2260,"3,1807",9,25,625,0,0,1,0
2261,"3,1807",9,30,900,0,0,1,0
2262,"3,1807",12,40,1600,0,0,1,0
2263,"3,1807",12,45,2025,0,0,1,0
2264,"3,1807",12,42,1764,1,0,1,0
2265,"3,1807",12,45,2025,1,0,1,0
2266,"3,1807",16,32,1024,1,0,1,0
2267,"3,1807",16,35,1225,0,0,1,0
2268,"3,1807",5,40,1600,0,0,1,0
2269,"3,1583",16,26,676,1,0,1,0
2270,"3,1583",10,38,1444,1,0,1,0
2271,"3,1583",12,27,729,1,1,0,0
2272,"3,1583",9,30,900,0,0,1,0
2273,"3,1583",10,40,1600,1,0,1,0
2274,"3,1583",12,32,1024,0,0,1,0
2275,"3,1583",10,37,1369,0,0,1,0
2276,"3,1583",10,20,400,1,1,0,0
2277,"3,1583",10,30,900,1,0,1,0
2278,"3,1583",10,46,2116,0,0,1,0
2279,"3,1583",5,16,256,0,1,0,0
2280,"3,1363",16,29,841,1,1,0,0
2281,"3,1363",12,30,900,0,0,1,0
2282,"3,1363",16,34,1156,1,0,1,0
2283,"3,1363",12,55,3025,1,0,1,0
2284,"3,1363",5,35,1225,1,0,1,0
2285,"3,1148",16,35,1225,0,0,1,0
2286,"3,0937",16,38,1444,1,0,1,0
2287,"3,0937",9,45,2025,0,0,1,0
2288,"3,0937",12,30,900,1,0,1,0
2289,"3,0937",12,32,1024,1,0,1,0
2290,"3,0937",10,26,676,0,1,0,0
2291,"3,0937",10,45,2025,1,0,1,0
2292,"3,0937",16,25,625,1,1,0,0
2293,"3,0937",9,48,2304,1,0,1,0
2294,"3,0937",10,35,1225,0,0,1,0
2295,"3,0937",16,58,3364,1,0,1,0
2296,"3,0937",16,35,1225,1,0,1,1
2297,"3,0937",12,30,900,0,0,1,0
2298,"3,0937",10,40,1600,0,0,1,0
2299,"3,0937",16,35,1225,1,1,0,0
2300,"3,0731",12,30,900,0,0,1,0
2301,"3,0137",16,42,1764,0,0,1,0
2302,"2,9396",9,26,676,0,0,1,0
2303,"2,9396",9,50,2500,1,0,1,0
2304,"2,9396",12,20,400,1,1,0,0
2305,"2,9396",10,30,900,1,1,0,0
2306,"2,9396",16,30,900,0,0,1,0
2307,"2,9396",16,35,1225,0,0,1,0
2308,"2,8706",12,23,529,1,0,1,0
2309,"2,8060",5,40,1600,0,0,1,0
2310,"2,7602",10,33,1089,1,0,1,0
2311,"2,7454",12,26,676,1,1,0,0
2312,"2,6882",12,45,2025,1,0,1,0
2313,"2,5341",5,45,2025,0,0,1,0
2314,"3,4406",12,41,1681,0,0,1,0
2315,"3,1852",12,38,1444,0,0,1,0
2316,"3,3635",10,45,2025,1,0,1,0
2317,"3,4206",16,32,1024,1,0,1,0
2318,"3,3924",16,36,1296,0,1,0,0
2319,"3,1918",5,52,2704,0,0,1,0
2320,"3,1693",16,37,1369,1,0,1,0
2321,"3,3146",16,53,2809,1,0,1,0
2322,"2,8193",5,33,1089,0,0,1,0
2323,"2,5714",16,40,1600,0,0,1,0
2324,"2,5473",12,42,1764,0,0,1,0
2325,"3,3968",16,35,1225,1,0,1,0
2326,"2,9561",5,28,784,0,0,1,0
2327,"3,1750",12,44,1936,0,0,1,0
2328,"3,4272",12,40,1600,1,0,1,1
2329,"3,3194",16,53,2809,0,0,1,0
2330,"3,3212",12,34,1156,0,0,1,0
2331,"5,1951",12,33,1089,0,0,1,0
2332,"3,4605",12,36,1296,1,0,1,0
2333,"3,4605",10,32,1024,1,0,1,0
2334,"3,3233",9,40,1600,1,0,1,0
2335,"3,3233",5,44,1936,0,0,1,0
2336,"3,3233",5,50,2500,1,0,1,0
2337,"3,3233",16,38,1444,1,0,1,0
2338,"3,3233",16,40,1600,0,0,1,0
2339,"3,3233",10,40,1600,1,0,1,0
2340,"3,2980",12,35,1225,1,0,1,0
2341,"3,2027",12,38,1444,1,0,1,0
2342,"3,2027",10,30,900,1,0,1,0
2343,"3,2027",5,35,1225,1,0,1,0
2344,"3,2027",12,37,1369,1,0,1,0
2345,"3,1802",16,39,1521,1,0,1,1
2346,"3,1583",16,28,784,0,0,1,0
2347,"3,1157",12,38,1444,0,0,1,0
2348,"3,0749",12,26,676,0,0,1,0
2349,"2,9979",12,35,1225,1,0,1,0
2350,"2,8598",5,45,2025,0,0,1,0
2351,"2,8280",5,35,1225,1,0,1,0
2352,"2,7384",5,40,1600,0,0,1,0
2353,"2,7102",9,29,841,0,0,1,0
2354,"3,4322",16,34,1156,0,0,1,0
2355,"3,4333",10,32,1024,0,0,1,0
2356,"3,4363",10,36,1296,1,0,1,1
2357,"3,2798",10,40,1600,1,0,1,0
2358,"3,1910",16,33,1089,1,0,1,0
2359,"2,9751",12,25,625,0,0,1,0
2360,"3,1966",9,33,1089,0,0,1,0
2361,"3,4488",12,39,1521,0,0,1,0
2362,"3,1787",10,20,400,1,1,0,0
2363,"3,4820",10,41,1681,0,0,1,0
2364,"3,4820",16,33,1089,1,0,1,0
2365,"3,3448",12,28,784,0,1,0,0
2366,"3,3448",16,37,1369,1,0,1,0
2367,"3,2707",9,29,841,1,0,1,0
2368,"3,2242",5,52,2704,1,0,1,0
2369,"3,2242",10,27,729,1,0,1,0
2370,"3,2242",10,39,1521,1,0,1,0
2371,"3,2017",5,34,1156,0,0,1,0
2372,"3,1372",10,35,1225,1,0,1,0
2373,"3,1372",5,30,900,1,0,1,0
2374,"3,0194",9,58,3364,0,0,1,0
2375,"2,9480",12,30,900,1,0,1,0
2376,"3,2970",5,44,1936,0,0,1,0
2377,"3,3221",10,28,784,1,0,1,0
2378,"3,2060",10,35,1225,1,0,1,0
2379,"3,4302",16,35,1225,1,0,1,0
2380,"3,4901",16,42,1764,0,0,1,0
2381,"3,4926",16,35,1225,1,0,1,0
2382,"3,2348",10,25,625,1,1,0,0
2383,"3,2348",12,35,1225,0,0,1,0
2384,"3,4947",10,45,2025,0,0,1,0
2385,"3,2369",5,46,2116,1,0,1,0
2386,"3,4956",10,38,1444,0,0,1,0
2387,"3,1541",16,40,1600,1,0,1,0
2388,"2,7218",12,27,729,0,0,1,0
2389,"3,6622",16,31,961,0,0,1,0
2390,"3,5031",10,33,1089,1,0,1,0
2391,"3,5031",16,32,1024,1,0,1,0
2392,"3,5031",16,23,529,1,0,1,1
2393,"3,5031",12,28,784,0,0,1,0
2394,"3,5031",10,32,1024,0,0,1,0
2395,"3,5031",10,50,2500,0,0,1,0
2396,"3,5031",16,28,784,1,1,0,0
2397,"3,5031",16,38,1444,0,0,1,0
2398,"3,4741",12,35,1225,1,0,1,0
2399,"3,4459",12,45,2025,1,0,0,0
2400,"3,4459",10,31,961,0,0,1,0
2401,"3,3659",10,26,676,1,1,0,0
2402,"3,3659",12,40,1600,1,0,1,0
2403,"3,3659",5,45,2025,0,0,1,0
2404,"3,3659",12,36,1296,0,0,1,0
2405,"3,3659",16,26,676,1,0,1,0
2406,"3,3406",12,41,1681,1,0,1,0
2407,"3,3159",12,40,1600,1,0,1,0
2408,"3,2453",5,38,1444,1,0,1,0
2409,"3,2453",12,22,484,0,1,0,0
2410,"3,2453",12,36,1296,0,0,1,0
2411,"3,2453",9,40,1600,1,0,1,0
2412,"3,2453",16,30,900,0,0,1,0
2413,"3,2453",16,35,1225,1,0,1,0
2414,"3,2453",9,39,1521,0,0,1,0
2415,"3,2453",10,30,900,1,0,1,0
2416,"3,2453",10,31,961,1,0,1,1
2417,"3,2453",16,28,784,1,1,0,1
2418,"3,2453",16,34,1156,1,0,1,1
2419,"3,2453",12,30,900,1,0,1,0
2420,"3,2453",12,35,1225,1,0,1,0
2421,"3,2008",10,52,2704,1,0,1,0
2422,"3,1583",5,50,2500,0,0,1,0
2423,"3,1583",9,30,900,1,0,1,0
2424,"3,1583",10,27,729,1,1,0,0
2425,"3,0782",12,40,1600,0,0,1,0
2426,"3,0592",10,33,1089,1,0,1,0
2427,"3,0041",5,40,1600,0,0,1,0
2428,"3,0041",5,24,576,1,0,1,0
2429,"3,0041",9,35,1225,0,0,1,0
2430,"2,8706",9,30,900,1,0,1,0
2431,"2,8398",5,35,1225,0,0,1,0
2432,"2,8398",12,45,2025,1,0,1,0
