Individuo,lnsalario,educ,edad,edad2,urban,soltero,casado,femenino
615,"3,5092",16,22,484,1,1,0,0
616,"3,7460",5,35,1225,1,0,1,0
617,"3,6378",12,50,2500,1,0,1,0
618,"3,6125",9,34,1156,1,0,1,0
619,"3,6536",10,43,1849,1,0,1,0
620,"3,6536",12,25,625,0,0,1,0
621,"3,6951",9,40,1600,1,0,1,0
622,"3,6691",12,45,2025,0,0,1,0
623,"3,6691",16,39,1521,1,0,1,0
624,"3,6691",5,40,1600,1,0,1,0
625,"3,6438",10,45,2025,1,0,1,0
626,"3,6191",10,30,900,1,0,1,0
627,"3,5484",16,32,1024,1,1,0,0
628,"3,5484",16,45,2025,1,0,1,0
629,"3,5484",12,35,1225,1,0,1,0
630,"3,5260",5,48,2304,1,0,1,0
631,"3,5260",10,35,1225,1,0,1,0
632,"3,4825",16,36,1296,1,0,1,0
633,"3,4691",16,52,2704,1,0,1,0
634,"3,5412",5,40,1600,0,0,1,0
635,"3,4767",5,52,2704,1,0,1,0
636,"3,4767",10,28,784,1,0,1,0
637,"3,4767",16,38,1444,1,0,1,0
638,"3,7942",5,42,1764,1,0,1,0
639,"3,7142",16,40,1600,1,0,1,0
640,"3,7142",16,36,1296,1,0,1,0
641,"3,6401",10,36,1296,1,0,1,0
642,"3,2834",16,38,1444,1,0,1,0
643,"3,7288",16,49,2401,1,0,1,0
644,"3,7288",10,51,2601,1,0,1,0
645,"6,7136",16,23,529,1,1,0,0
646,"4,1109",16,26,676,1,1,0,0
647,"3,8514",16,56,3136,0,0,1,0
648,"3,8514",16,30,900,1,1,0,1
649,"3,7432",16,46,2116,1,0,1,0
650,"3,7179",16,43,1849,1,0,1,0
651,"3,7179",16,50,2500,1,0,1,0
652,"3,6226",16,55,3025,1,0,1,0
653,"3,6226",16,28,784,1,1,0,0
654,"3,6226",16,38,1444,0,0,1,0
655,"3,6001",16,48,2304,1,0,1,0
656,"3,5781",12,32,1024,1,0,1,0
657,"3,5781",16,49,2401,1,0,1,0
658,"3,5566",5,42,1764,1,0,1,0
659,"3,5355",10,50,2500,1,0,0,0
660,"3,5355",9,48,2304,1,0,1,0
661,"3,5355",16,48,2304,1,0,1,0
662,"3,3814",12,24,576,1,1,0,0
663,"3,6367",12,40,1600,1,0,1,0
664,"3,7714",10,30,900,1,0,1,0
665,"3,7714",16,40,1600,1,0,1,0
666,"3,5031",16,24,576,1,1,0,1
667,"3,1864",16,24,576,1,1,0,0
668,"3,6645",16,44,1936,1,0,1,0
669,"3,5911",10,36,1296,1,0,1,0
670,"3,8122",5,54,2916,1,0,1,0
671,"3,8122",12,45,2025,1,0,1,0
672,"3,8122",10,30,900,1,0,1,0
673,"3,7869",12,50,2500,1,0,1,0
674,"3,7381",10,44,1936,1,0,1,0
675,"3,6915",10,50,2500,1,0,1,0
676,"3,6915",12,41,1681,1,0,1,0
677,"3,6691",10,36,1296,0,0,1,0
678,"3,6045",10,36,1296,0,0,1,0
679,"3,8514",16,46,2116,0,0,1,0
680,"3,6927",16,35,1225,1,0,1,0
681,"4,2444",16,37,1369,1,0,1,0
682,"4,0438",16,31,961,1,1,0,0
683,"3,8767",16,35,1225,1,0,1,0
684,"3,8767",10,48,2304,1,0,1,0
685,"3,8767",12,38,1444,1,0,1,0
686,"3,8514",10,39,1521,1,0,1,0
687,"3,8514",10,30,900,1,0,1,0
688,"3,8267",10,44,1936,1,0,1,0
689,"3,8026",16,44,1936,1,1,0,1
690,"3,8026",12,45,2025,1,0,1,0
691,"3,7561",16,40,1600,1,0,1,0
692,"3,7561",12,30,900,1,0,1,0
693,"3,7561",5,48,2304,1,0,1,0
694,"3,7561",16,25,625,1,1,0,0
695,"3,7561",16,40,1600,1,0,1,0
696,"3,7336",16,38,1444,1,0,1,0
697,"3,7336",16,40,1600,1,0,1,0
698,"3,6901",16,44,1936,1,0,1,0
699,"3,6691",16,38,1444,0,0,1,0
700,"3,6691",16,30,900,1,1,0,0
701,"3,6691",9,43,1849,0,0,1,0
702,"3,6691",10,40,1600,1,0,1,0
703,"3,6085",5,55,3025,1,0,1,0
704,"3,5149",16,28,784,1,0,1,0
705,"3,5149",16,35,1225,1,0,1,0
706,"3,8224",12,47,2209,1,0,1,0
707,"4,0082",16,43,1849,1,0,1,0
708,"3,5396",16,48,2304,1,0,1,0
709,"3,7704",5,40,1600,0,0,1,0
710,"3,8025",16,26,676,1,1,0,0
711,"3,7824",12,55,3025,1,0,1,0
712,"3,9373",16,49,2401,1,0,1,0
713,"3,8167",16,38,1444,1,0,1,0
714,"3,8167",16,22,484,1,1,0,0
715,"3,8167",10,46,2116,1,0,1,0
716,"3,7297",16,40,1600,1,0,1,0
717,"3,4578",16,36,1296,1,0,1,0
718,"4,0804",16,38,1444,1,0,1,0
719,"3,9750",16,42,1764,1,0,1,0
720,"3,9652",16,40,1600,1,0,1,0
721,"3,9467",16,45,2025,1,0,1,0
722,"3,8069",16,45,2025,0,0,1,0
723,"3,9580",12,20,400,1,1,0,0
724,"4,7677",16,46,2116,1,0,1,1
725,"4,3259",12,43,1849,1,0,1,0
726,"4,1923",16,50,2500,1,0,1,0
727,"4,1317",16,55,3025,1,0,1,1
728,"4,1027",10,51,2601,1,0,1,0
729,"3,9945",16,45,2025,1,0,1,0
730,"3,9945",16,42,1764,1,0,1,0
731,"3,9692",16,55,3025,1,0,1,0
732,"3,8969",12,56,3136,1,0,1,0
733,"3,8739",16,45,2025,1,0,1,0
734,"3,8739",10,27,729,1,0,1,0
735,"3,8739",5,48,2304,1,0,1,0
736,"3,8739",16,41,1681,1,0,1,0
737,"3,8514",9,41,1681,1,0,1,0
738,"3,8514",10,40,1600,1,0,1,0
739,"3,8294",16,42,1764,1,0,1,0
740,"3,8079",10,26,676,1,1,0,0
741,"3,6327",5,36,1296,1,0,1,0
742,"3,9279",16,37,1369,1,0,1,0
743,"3,9279",16,34,1156,1,0,1,0
744,"3,8409",16,52,2704,1,0,1,0
745,"3,8409",16,48,2304,1,0,1,0
746,"4,2081",12,30,900,1,0,1,0
747,"4,0999",9,30,900,1,0,1,0
748,"4,0745",16,40,1600,1,0,1,0
749,"4,0745",16,27,729,1,1,0,0
750,"4,0745",16,25,625,1,0,1,0
751,"4,0745",16,52,2704,1,0,1,0
752,"4,0498",16,43,1849,1,0,1,0
753,"4,0258",16,45,2025,1,0,1,0
754,"3,9792",12,35,1225,1,0,1,0
755,"3,9792",16,47,2209,1,0,1,0
756,"3,9792",10,56,3136,1,0,1,0
757,"3,9792",16,45,2025,1,0,1,0
758,"3,9568",12,45,2025,1,0,0,0
759,"3,9568",16,46,2116,1,0,1,0
760,"3,9348",16,45,2025,1,0,1,0
761,"3,8922",16,46,2116,1,0,1,0
762,"3,8922",16,33,1089,1,1,0,1
763,"3,8922",16,45,2025,1,0,1,0
764,"3,8922",10,33,1089,0,0,1,0
765,"3,8922",16,25,625,1,0,1,0
766,"3,8514",16,24,576,1,1,0,0
767,"3,8514",10,40,1600,1,0,1,0
768,"3,8514",16,38,1444,0,0,1,0
769,"3,8122",16,40,1600,0,0,1,0
770,"3,7744",16,42,1764,1,0,1,0
771,"3,7381",16,48,2304,1,0,1,0
772,"3,7030",10,32,1024,1,0,1,0
773,"3,5149",10,29,841,0,0,1,0
774,"4,8485",16,55,3025,1,0,1,0
775,"3,7422",16,54,2916,1,0,1,0
776,"4,2859",16,44,1936,1,1,0,1
777,"4,1233",16,40,1600,1,0,1,0
778,"4,1233",16,52,2704,1,0,1,1
779,"4,0055",16,40,1600,1,0,1,0
780,"4,0055",12,31,961,0,0,1,0
781,"3,9410",16,45,2025,1,0,1,0
782,"3,9410",9,55,3025,1,0,1,0
783,"4,1581",16,44,1936,1,0,1,0
784,"4,0150",16,56,3136,1,0,1,0
785,"4,3278",16,29,841,1,1,0,1
786,"4,1952",16,60,3600,1,0,1,0
787,"4,1699",16,35,1225,1,0,1,0
788,"4,0745",16,47,2209,0,0,1,0
789,"4,0745",16,36,1296,1,0,1,0
790,"4,0745",16,54,2916,1,0,1,0
791,"3,9875",16,35,1225,1,0,1,0
792,"3,8334",16,35,1225,1,0,1,0
793,"4,1391",16,39,1521,1,0,1,0
794,"3,9344",12,46,2116,0,0,1,0
795,"4,2422",10,38,1444,1,0,1,1
796,"4,3863",16,55,3025,1,0,1,0
797,"7,9457",16,42,1764,1,0,1,0
798,"4,4800",16,46,2116,1,0,1,0
799,"4,2822",16,52,2704,0,0,1,0
800,"4,2569",16,53,2809,1,0,1,0
801,"4,1616",16,42,1764,1,0,1,0
802,"4,1616",16,35,1225,1,0,1,0
803,"4,1616",5,55,3025,1,0,1,0
804,"4,1616",16,35,1225,1,0,1,0
805,"4,1391",16,58,3364,1,0,1,0
806,"4,1391",10,35,1225,1,0,1,0
807,"4,1391",10,28,784,1,0,1,0
808,"4,0745",16,45,2025,1,0,1,0
809,"4,0745",16,40,1600,1,0,1,0
810,"4,0745",16,40,1600,1,0,1,0
811,"3,9755",9,56,3136,1,0,1,0
812,"3,9204",16,44,1936,1,0,1,0
813,"4,1799",16,42,1764,1,0,1,0
814,"4,1364",16,55,3025,1,0,1,0
815,"4,1738",16,30,900,0,0,1,0
816,"4,3622",16,30,900,1,0,1,0
817,"4,3369",16,37,1369,1,1,0,0
818,"4,3369",10,50,2500,1,0,1,0
819,"4,1546",16,44,1936,1,0,1,0
820,"4,0745",12,54,2916,0,0,1,0
821,"4,6962",16,49,2401,1,0,1,0
822,"4,2349",16,50,2500,0,0,1,0
823,"4,1923",16,42,1764,1,0,1,0
824,"4,2070",16,40,1600,1,0,1,0
825,"5,1555",16,49,2401,1,0,1,0
826,"4,3622",5,50,2500,1,0,1,0
827,"4,3157",16,45,2025,1,0,1,0
828,"4,2713",16,33,1089,0,0,1,0
829,"4,2713",16,38,1444,1,0,1,0
830,"4,4214",16,40,1600,1,0,1,0
831,"4,7677",16,56,3136,1,1,0,1
832,"4,4800",16,32,1024,1,0,1,0
833,"4,4800",16,54,2916,1,0,1,0
834,"4,4800",16,46,2116,1,0,1,0
835,"4,3847",16,55,3025,1,0,1,0
836,"4,3622",16,55,3025,1,0,1,0
837,"4,2977",16,45,2025,1,0,1,0
838,"4,3927",16,43,1849,1,0,1,0
839,"4,1958",16,44,1936,1,0,1,0
840,"4,5445",16,30,900,1,0,1,0
841,"4,4492",10,34,1156,1,0,1,0
842,"4,4268",16,40,1600,1,0,1,0
843,"4,3214",16,45,2025,1,0,1,0
844,"4,1391",16,32,1024,1,0,1,1
845,"4,5753",16,39,1521,1,0,1,0
846,"4,5506",16,44,1936,1,0,1,0
847,"4,4356",16,38,1444,1,0,1,1
848,"5,2436",16,34,1156,1,0,1,0
849,"4,5564",16,54,2916,1,0,1,0
850,"4,5099",16,44,1936,1,0,1,0
851,"4,5622",16,48,2304,1,0,1,0
852,"5,0190",16,47,2209,1,0,1,0
853,"4,6876",16,42,1764,1,0,1,0
854,"4,6135",16,45,2025,1,0,1,0
855,"4,5226",16,40,1600,1,0,1,0
856,"4,4800",16,37,1369,1,0,1,0
857,"4,3082",16,42,1764,1,0,1,0
858,"3,9204",16,49,2401,1,0,1,0
859,"4,6897",16,55,3025,1,0,1,0
860,"4,5719",16,50,2500,1,0,1,0
861,"4,8576",16,42,1764,1,0,1,1
862,"4,8576",16,34,1156,1,0,1,0
863,"5,1472",16,50,2500,1,0,1,0
864,"4,9908",16,42,1764,1,0,1,0
865,"4,7189",16,45,2025,1,0,1,0
866,"4,7189",16,52,2704,0,0,1,0
867,"4,6499",10,49,2401,0,0,1,0
868,"4,5854",16,32,1024,1,0,1,0
869,"4,3622",16,45,2025,1,0,1,0
870,"5,5196",16,40,1600,1,0,1,0
871,"4,8579",16,40,1600,1,0,1,0
872,"4,8653",16,36,1296,1,0,1,0
873,"4,7677",16,59,3481,1,0,1,0
874,"4,7232",16,44,1936,1,0,1,0
875,"4,3034",16,51,2601,1,0,1,0
876,"4,9075",16,45,2025,1,0,1,0
877,"4,9753",16,44,1936,1,0,1,0
878,"4,8384",16,38,1444,1,0,1,0
879,"5,0162",10,40,1600,1,0,1,0
880,"5,0162",16,46,2116,1,0,1,0
881,"4,8955",16,48,2304,1,0,1,0
882,"4,8955",16,45,2025,0,0,1,0
883,"4,8730",16,49,2401,1,0,1,0
884,"4,8511",16,48,2304,1,0,1,0
885,"4,6724",16,58,3364,1,0,1,0
886,"4,5854",16,46,2116,1,0,1,0
887,"4,9347",16,52,2704,1,0,1,0
888,"4,9065",16,43,1849,1,0,1,0
889,"5,1295",16,48,2304,1,0,1,0
890,"4,9864",16,55,3025,1,0,1,0
891,"4,7122",12,30,900,1,0,1,0
892,"4,4312",10,22,484,1,1,0,0
893,"5,1654",16,50,2500,1,0,1,0
894,"5,5504",16,39,1521,1,0,1,0
895,"5,1875",16,41,1681,1,0,1,0
896,"4,8457",16,47,2209,1,0,1,0
897,"6,3283",16,50,2500,1,0,1,0
898,"-0,1740",5,38,1444,0,0,1,0
899,"0,3857",9,56,3136,0,0,1,0
900,"0,4308",10,35,1225,0,0,1,0
901,"0,9715",16,36,1296,0,0,1,0
902,"0,7657",16,28,784,0,0,1,0
903,"0,8557",12,47,2209,0,0,1,1
904,"1,1041",12,33,1089,0,0,1,0
905,"1,0563",5,40,1600,1,0,1,0
906,"1,1892",16,31,961,1,0,1,0
907,"1,3171",12,55,3025,0,0,1,0
908,"1,2681",5,48,2304,1,0,1,0
909,"1,6823",10,24,576,0,1,0,1
910,"1,5741",16,24,576,1,1,0,1
911,"1,4535",12,50,2500,1,0,1,0
912,"1,3665",5,17,289,1,1,0,0
913,"1,3665",5,16,256,1,1,0,0
914,"1,5735",16,48,2304,1,0,1,0
915,"1,2611",5,41,1681,0,1,0,0
916,"1,6322",16,54,2916,1,1,0,1
917,"1,6542",5,32,1024,1,0,1,0
918,"2,1597",5,45,2025,0,0,1,1
919,"2,1337",16,26,676,1,1,0,0
920,"2,0596",9,26,676,0,1,0,1
921,"2,0596",12,18,324,0,1,0,1
922,"2,0131",12,20,400,1,0,1,1
923,"2,0131",5,24,576,0,1,0,1
924,"2,0131",12,35,1225,1,0,1,1
925,"2,0131",9,26,676,0,0,1,1
926,"1,5488",12,36,1296,1,0,1,1
927,"2,5296",10,27,729,0,0,1,1
928,"2,2991",10,27,729,0,1,0,1
929,"2,1619",9,41,1681,1,0,1,1
930,"2,0878",9,25,625,0,0,1,1
931,"2,0878",9,27,729,0,0,1,1
932,"1,9968",9,25,625,0,1,0,1
933,"1,9968",10,26,676,1,0,1,1
934,"1,9543",12,18,324,0,1,0,1
935,"1,9543",12,26,676,1,0,1,1
936,"2,0712",12,30,900,1,0,1,1
937,"2,3399",10,19,361,0,0,1,0
938,"2,2828",12,35,1225,1,0,1,1
939,"2,2828",10,30,900,0,0,1,1
940,"2,2027",12,35,1225,0,0,1,1
941,"2,1774",12,29,841,0,0,1,1
942,"2,1774",12,32,1024,0,0,1,1
943,"2,1527",10,32,1024,0,0,1,1
944,"2,1286",9,39,1521,0,0,1,1
945,"2,0821",12,19,361,0,1,0,1
946,"2,0821",12,20,400,0,1,0,1
947,"2,0821",12,27,729,0,0,1,1
948,"2,0377",5,16,256,0,1,0,0
949,"1,8409",12,38,1444,0,0,1,1
950,"1,4596",5,53,2809,0,0,1,0
951,"2,3473",5,37,1369,1,0,1,1
952,"2,3597",12,28,784,0,0,1,1
953,"2,2200",16,58,3364,1,0,1,0
954,"2,2200",5,18,324,0,1,0,0
955,"2,2200",5,20,400,0,1,0,0
956,"2,1774",5,26,676,0,0,1,0
957,"2,1774",9,23,529,0,0,1,0
958,"2,2315",5,28,784,1,0,1,0
959,"2,2109",5,54,2916,0,0,1,0
960,"2,2845",5,26,676,0,1,0,0
961,"1,5282",5,51,2601,0,0,1,0
962,"3,0376",5,30,900,0,0,1,0
963,"2,3445",5,46,2116,1,0,1,0
964,"2,3000",5,40,1600,0,0,1,0
965,"2,1033",9,45,2025,0,0,1,0
966,"2,6276",16,28,784,1,1,0,1
967,"2,5705",10,24,576,1,0,1,1
968,"2,5705",10,24,576,0,1,0,0
969,"2,5705",16,22,484,0,0,1,0
970,"2,5705",5,19,361,1,1,0,0
971,"2,4904",9,23,529,1,0,1,0
972,"2,3698",16,32,1024,1,0,1,0
973,"2,3473",12,36,1296,0,0,1,0
974,"2,3473",5,45,2025,0,0,1,0
975,"2,3473",5,52,2704,1,0,1,0
976,"2,1286",5,40,1600,0,0,1,0
977,"2,1286",12,24,576,0,1,0,0
978,"2,1286",12,24,576,0,0,1,0
979,"1,9345",5,38,1444,0,0,1,0
980,"1,9055",5,35,1225,0,0,1,0
981,"1,9055",5,50,2500,0,0,1,0
982,"1,8773",5,45,2025,0,0,1,0
983,"1,7232",5,40,1600,0,0,1,0
984,"1,7232",5,52,2704,0,0,1,0
985,"2,6193",16,32,1024,1,0,1,0
986,"2,3961",5,48,2304,1,0,1,0
987,"2,3316",9,22,484,0,1,0,0
988,"2,4365",12,26,676,0,0,1,0
989,"2,6939",5,30,900,0,0,1,0
990,"2,4651",5,39,1521,0,0,1,0
991,"2,4651",5,33,1089,0,0,1,0
992,"2,4426",5,21,441,1,0,1,0
993,"2,3781",5,23,529,1,1,0,0
994,"2,3781",5,40,1600,1,0,1,0
995,"2,3781",5,32,1024,0,0,1,0
996,"2,3781",5,35,1225,0,0,1,0
997,"2,3781",5,46,2116,0,0,1,0
998,"2,0008",5,30,900,0,0,1,0
999,"2,4696",5,18,324,1,1,0,0
1000,"2,6882",5,26,676,1,0,1,0
1001,"2,4871",16,26,676,0,0,1,0
1002,"2,8099",5,42,1764,1,0,1,0
1003,"2,6727",5,19,361,1,1,0,0
1004,"2,5751",5,25,625,0,0,1,0
1005,"2,5521",12,26,676,0,0,1,0
1006,"2,5077",12,34,1156,1,0,1,0
1007,"2,4651",5,27,729,0,0,1,0
1008,"2,4651",9,38,1444,1,0,1,0
1009,"2,4651",5,36,1296,1,0,0,1
1010,"2,4833",5,44,1936,1,0,0,0
1011,"2,6934",5,35,1225,0,0,1,0
1012,"2,5727",9,55,3025,0,0,1,0
1013,"1,9403",5,26,676,0,0,1,0
1014,"3,8922",12,60,3600,1,0,1,0
1015,"2,9759",16,29,841,1,1,0,0
1016,"2,8508",5,35,1225,1,0,1,0
1017,"2,8218",10,23,529,0,1,0,0
1018,"2,8218",10,25,625,0,1,0,0
1019,"2,7936",12,17,289,0,1,0,1
1020,"2,7936",10,28,784,1,1,0,1
1021,"2,7136",5,40,1600,0,0,1,0
1022,"2,7136",9,40,1600,0,0,1,0
1023,"2,6395",10,25,625,1,1,0,1
1024,"2,6395",5,30,900,0,0,1,0
1025,"2,5929",16,38,1444,0,0,1,0
1026,"2,5929",12,31,961,1,0,1,0
1027,"2,5705",9,34,1156,0,0,1,0
1028,"2,5705",5,35,1225,1,0,1,0
1029,"2,5485",5,26,676,1,0,1,0
1030,"2,5485",5,40,1600,0,0,1,0
1031,"2,5059",5,35,1225,0,0,1,0
1032,"2,5059",16,27,729,0,0,1,0
1033,"2,5059",5,30,900,1,1,0,0
1034,"2,5059",5,58,3364,1,0,1,0
1035,"2,5059",12,52,2704,0,0,1,0
1036,"2,5059",10,29,841,1,1,0,1
1037,"2,4853",5,38,1444,1,0,1,0
1038,"2,4853",9,24,576,0,0,1,0
1039,"2,3518",5,50,2500,1,0,1,0
1040,"2,3518",5,50,2500,0,0,1,0
1041,"2,3518",5,38,1444,0,0,1,0
1042,"2,3341",12,50,2500,1,0,1,0
1043,"2,2828",5,50,2500,1,0,1,0
1044,"2,2027",5,48,2304,0,0,1,0
1045,"2,1286",12,40,1600,0,0,1,0
1046,"1,9463",5,30,900,0,0,1,0
1047,"2,6009",5,23,529,0,1,0,0
1048,"2,5230",5,32,1024,0,0,1,0
1049,"2,5683",5,22,484,1,1,0,0
1050,"2,8173",5,32,1024,1,0,1,0
1051,"2,2900",9,36,1296,0,0,1,0
1052,"2,5149",9,36,1296,1,0,1,0
1053,"2,7489",12,25,625,0,0,1,0
1054,"2,8900",16,31,961,0,1,0,0
1055,"2,8900",5,30,900,1,0,1,0
1056,"2,8900",5,28,784,1,0,1,1
1057,"2,7528",12,24,576,1,1,0,0
1058,"2,6322",10,30,900,0,0,1,0
1059,"2,6322",10,19,361,1,0,1,1
1060,"2,5451",9,39,1521,1,0,1,0
1061,"2,5245",9,43,1849,1,0,1,0
1062,"2,1679",10,17,289,1,0,1,0
1063,"2,1679",5,50,2500,0,0,1,0
1064,"1,9855",5,48,2304,0,0,1,0
1065,"3,0274",12,30,900,1,0,1,0
1066,"2,7427",12,19,361,1,1,0,0
1067,"2,5604",5,36,1296,0,0,1,0
1068,"2,6068",5,40,1600,1,0,1,0
1069,"2,4100",9,40,1600,0,0,1,0
1070,"2,6075",9,28,784,1,0,1,0
1071,"2,6587",9,32,1024,0,0,1,0
1072,"2,5736",5,36,1296,0,0,1,0
1073,"2,7831",5,34,1156,0,0,1,0
1074,"2,8657",9,32,1024,1,0,1,0
1075,"2,6225",9,35,1225,0,0,1,0
1076,"3,0529",5,41,1681,0,0,1,0
1077,"2,8987",5,26,676,1,0,1,0
1078,"2,8706",16,24,576,1,0,1,1
1079,"2,6929",5,27,729,0,0,1,0
1080,"2,6699",9,40,1600,1,0,1,0
1081,"2,6699",10,18,324,1,0,1,1
1082,"2,6699",16,57,3249,0,0,1,0
1083,"2,6699",5,27,729,0,0,1,0
1084,"2,5829",10,22,484,1,1,0,1
1085,"2,4287",5,30,900,0,0,1,0
1086,"2,4287",12,45,2025,1,0,1,0
1087,"2,6291",5,41,1681,1,0,1,0
1088,"2,9333",9,21,441,1,1,0,0
1089,"2,6552",12,21,441,0,1,0,0
1090,"2,8831",12,26,676,0,0,1,0
1091,"2,9406",9,22,484,1,1,0,0
1092,"2,6009",9,32,1024,0,0,1,0
1093,"2,9171",5,39,1521,0,0,1,0
1094,"2,6820",12,22,484,1,1,0,0
1095,"4,4110",10,24,576,0,0,1,0
1096,"2,9939",12,25,625,1,1,0,0
1097,"2,9641",16,22,484,1,1,0,0
1098,"2,9641",16,26,676,1,1,0,1
1099,"2,9641",5,50,2500,1,0,1,0
1100,"2,9069",10,31,961,1,1,0,0
1101,"2,8529",5,38,1444,1,0,1,0
1102,"2,8016",16,24,576,1,1,0,1
1103,"2,8016",12,22,484,0,1,0,1
1104,"2,7528",5,38,1444,0,0,1,0
1105,"2,7528",10,27,729,1,0,1,1
1106,"2,7063",10,35,1225,0,0,1,0
1107,"2,7063",5,30,900,1,0,1,0
1108,"2,7063",5,25,625,0,0,1,0
1109,"2,7063",10,27,729,1,1,0,0
1110,"2,7063",5,26,676,1,0,1,1
1111,"2,7063",10,20,400,1,0,1,1
1112,"2,7063",9,25,625,0,0,1,0
1113,"2,7063",5,43,1849,0,0,1,0
1114,"2,7063",5,47,2209,0,0,1,0
1115,"2,6838",5,38,1444,0,0,1,0
1116,"2,6838",5,52,2704,0,0,1,0
1117,"2,6838",10,25,625,1,0,1,0
1118,"2,6838",5,34,1156,0,0,1,0
1119,"2,6618",9,27,729,0,0,1,0
1120,"2,6618",5,25,625,0,0,1,0
1121,"2,6618",16,44,1936,1,0,1,1
1122,"2,6618",5,30,900,0,0,1,0
1123,"2,6193",5,30,900,0,0,1,0
1124,"2,6193",5,40,1600,0,0,1,0
1125,"2,6193",5,39,1521,1,0,1,1
1126,"2,6193",5,30,900,0,0,1,0
1127,"2,6193",16,30,900,1,1,0,1
1128,"2,6193",16,22,484,1,1,0,0
1129,"2,6193",5,24,576,0,0,1,0
1130,"2,6193",5,30,900,1,0,1,0
1131,"2,5202",5,48,2304,1,0,1,0
1132,"2,3008",9,45,2025,1,0,1,0
1133,"2,3008",12,40,1600,0,0,1,0
1134,"2,8305",5,20,400,1,0,1,0
1135,"2,4032",9,27,729,1,0,1,0
1136,"2,7187",10,25,625,0,1,0,1
1137,"2,7247",12,25,625,0,0,1,0
1138,"2,9853",12,18,324,0,1,0,1
1139,"2,5639",5,38,1444,0,0,1,0
1140,"2,7327",10,40,1600,1,0,1,0
1141,"3,0290",9,40,1600,1,0,1,0
1142,"2,9992",9,32,1024,0,0,1,0
1143,"2,9992",10,26,676,0,0,1,1
1144,"2,9992",10,18,324,1,1,0,0
1145,"2,9992",12,28,784,0,1,0,0
1146,"2,9702",16,38,1444,0,0,1,0
1147,"2,9420",5,38,1444,0,0,1,0
1148,"2,8620",5,17,289,1,1,0,0
1149,"2,8620",5,30,900,1,0,1,0
1150,"2,8620",9,24,576,0,0,1,0
1151,"2,8367",5,26,676,0,0,1,0
1152,"2,8367",9,25,625,0,1,0,0
1153,"2,7879",9,39,1521,0,0,1,0
1154,"2,7414",5,31,961,0,0,1,0
1155,"2,7189",5,35,1225,0,0,1,0
1156,"2,6543",5,32,1024,0,0,1,0
1157,"2,6543",12,25,625,1,1,0,0
1158,"2,6543",5,28,784,0,0,1,0
1159,"2,6543",9,18,324,1,1,0,0
1160,"2,6543",5,28,784,1,0,1,0
1161,"2,6543",5,36,1296,1,0,1,0
1162,"2,5002",12,24,576,0,0,1,0
1163,"2,3667",12,24,576,0,0,1,0
1164,"2,8637",12,30,900,1,0,1,1
1165,"2,8651",5,50,2500,1,0,0,1
1166,"2,9740",12,31,961,0,0,1,0
1167,"2,1033",5,42,1764,1,0,1,0
1168,"2,8459",9,22,484,0,0,1,0
1169,"2,9822",5,34,1156,0,1,0,0
1170,"2,9017",5,35,1225,1,0,1,0
1171,"4,5954",16,25,625,0,1,0,0
1172,"2,7585",5,49,2401,0,0,1,0
1173,"3,0478",5,34,1156,0,0,1,0
1174,"2,3002",5,40,1600,0,0,1,0
1175,"2,8858",5,25,625,0,0,1,0
1176,"2,8605",16,28,784,1,0,1,1
1177,"2,7427",12,35,1225,0,0,1,0
1178,"2,3009",5,42,1764,0,0,1,0
1179,"3,2206",5,34,1156,0,0,1,0
1180,"2,6816",5,22,484,0,1,0,0
1181,"2,1219",9,51,2601,1,0,1,0
1182,"2,7468",12,28,784,0,0,1,0
1183,"3,1888",10,19,361,1,1,0,1
1184,"3,0297",16,25,625,0,0,1,0
1185,"3,0321",5,25,625,0,0,1,0
1186,"3,6691",5,30,900,0,0,1,0
1187,"3,5637",9,27,729,0,0,1,0
1188,"3,5149",5,48,2304,1,1,0,1
1189,"3,4684",12,45,2025,0,0,1,1
1190,"3,2272",12,20,400,0,1,0,0
1191,"3,1583",12,23,529,0,0,1,1
1192,"3,1583",12,28,784,1,1,0,1
1193,"3,0331",12,26,676,0,0,1,0
1194,"3,0331",12,35,1225,1,0,1,1
1195,"3,0331",10,40,1600,0,0,1,0
1196,"3,0331",10,45,2025,0,0,1,1
1197,"3,0331",16,24,576,1,1,0,1
1198,"3,0331",12,29,841,1,0,1,0
1199,"3,0331",5,45,2025,1,0,1,0
1200,"3,0331",5,35,1225,1,0,1,0
1201,"3,0331",5,40,1600,1,0,1,0
1202,"3,0331",12,29,841,0,1,0,0
1203,"3,0041",16,39,1521,1,0,1,0
1204,"3,0041",12,42,1764,0,0,1,0
1205,"2,9759",5,45,2025,1,0,1,0
1206,"2,9759",12,53,2809,1,0,1,0
1207,"2,9759",10,36,1296,1,0,1,0
1208,"2,9759",9,47,2209,0,0,1,0
1209,"2,9759",12,33,1089,1,0,1,0
1210,"2,8959",5,43,1849,0,0,1,0
1211,"2,8959",5,35,1225,1,0,1,0
1212,"2,8959",12,33,1089,0,0,1,0
1213,"2,8959",12,32,1024,1,0,1,0
1214,"2,8959",12,32,1024,1,0,1,0
1215,"2,8959",10,25,625,1,1,0,0
1216,"2,8959",9,39,1521,1,0,1,1
1217,"2,8959",12,35,1225,0,0,1,0
1218,"2,8706",12,42,1764,0,0,1,0
1219,"2,8706",12,35,1225,0,0,1,1
1220,"2,8459",5,40,1600,1,0,1,0
